,index,f1,f2,f3,dur,f1_raw,f2_raw,f3_raw,dur_raw,speaker,label,k_predict_7,pred_optics_17,pred_optics_35,pred_optics_40,reachability,ordering
0,0,0.6498511422850073,0.5935667185477188,0.07941581288585248,0.952367566749959,0.6498511422850073,0.5935667185477188,0.07941581288585248,0.952367566749959,m01,ae,3,-1,0,0,inf,0
1,1,1.596846115428958,-0.8457484198588718,-0.19853953221463538,0.6872197782798003,1.596846115428958,-0.8457484198588718,-0.19853953221463538,0.6872197782798003,m01,ah,5,-1,3,1,0.357748735850633,7
2,2,0.3849180247983068,0.38738924305973516,0.2925149107962265,-1.2066929965070483,0.3849180247983068,0.38738924305973516,0.2925149107962265,-1.2066929965070483,m01,eh,3,-1,0,0,0.189298197212443,14
3,3,-0.9172000632746254,0.7663630789566956,0.2647193762861777,-1.1309364855155744,-0.9172000632746254,0.7663630789566956,0.2647193762861777,-1.1309364855155744,m01,ih,4,-1,1,0,0.216219637750178,21
4,4,-1.2610494285233218,1.4693300906204876,1.932451446889105,1.5584196546817506,-1.2610494285233218,1.4693300906204876,1.932451446889105,1.5584196546817506,m01,iy,1,-1,4,2,0.453479121049193,28
5,5,0.5934823938835816,-0.8496756098681668,-0.8285716477757412,-0.22185835361788706,0.5934823938835816,-0.8496756098681668,-0.8285716477757412,-0.22185835361788706,m01,uh,0,-1,2,1,0.435648612341433,35
6,6,-1.0468481845979045,-1.5212251014575993,-1.5419903668669934,-0.6385191640709937,-1.0468481845979045,-1.5212251014575993,-1.5419903668669934,-0.6385191640709937,m01,uw,2,-1,5,3,0.373515759073711,42
7,0,0.7551737984965456,0.5933668728160393,-0.3722972283491999,0.9035387890820239,0.7551737984965456,0.5933668728160393,-0.3722972283491999,0.9035387890820239,m02,ae,3,-1,0,0,0.248827257292244,2
8,1,1.418296826288779,-0.9357483301872394,0.8551280467615924,0.8766248677051126,1.418296826288779,-0.9357483301872394,0.8551280467615924,0.8766248677051126,m02,ah,5,-1,3,1,0.298628621772656,37
9,2,0.21091244549725988,0.47848516067330593,-0.4672556307216681,-1.3303166852016175,0.21091244549725988,0.47848516067330593,-0.4672556307216681,-1.3303166852016175,m02,eh,3,-1,0,0,0.176527761884545,49
10,3,-0.5648163794672394,0.712210023308522,-0.5235272765720196,-0.8996939431710359,-0.5648163794672394,0.712210023308522,-0.5235272765720196,-0.8996939431710359,m02,ih,4,-1,1,0,0.388751980240798,51
11,4,-1.3905922253971903,1.5005362549086578,1.7343725131733347,0.5267438898052652,-1.3905922253971903,1.5005362549086578,1.7343725131733347,0.5267438898052652,m02,iy,1,-1,4,2,0.246265356108584,23
12,5,0.7927090642206344,-1.0605336382043462,0.3557171898397227,-1.1688331569401493,0.7927090642206344,-1.0605336382043462,0.3557171898397227,-1.1688331569401493,m02,uh,0,-1,2,1,0.222758676745854,44
13,6,-1.2216835296387911,-1.2883163433149383,-1.5821376141317574,1.0919362387204032,-1.2216835296387911,-1.2883163433149383,-1.5821376141317574,1.0919362387204032,m02,uw,2,-1,5,3,0.211188167987426,72
14,0,0.6290808222860752,0.4906921795846539,0.06162426576237303,0.31687612820163125,0.6290808222860752,0.4906921795846539,0.06162426576237303,0.31687612820163125,m03,ae,3,-1,0,0,0.248827257292244,77
15,1,1.642654277788989,-0.8491108151073576,1.0736843227059432,0.8861314735550034,1.642654277788989,-0.8491108151073576,1.0736843227059432,0.8861314735550034,m03,ah,5,-1,3,1,0.298628621772656,79
16,2,0.22502113394369733,0.2858815307145375,-1.605786155923345,-0.8608935518398283,0.22502113394369733,0.2858815307145375,-1.605786155923345,-0.8608935518398283,m03,eh,3,-1,0,0,0.180068924774065,84
17,3,-0.7269160979137691,0.7040366054910251,-0.3531544460997459,-1.292742434521697,-0.7269160979137691,0.7040366054910251,-0.3531544460997459,-1.292742434521697,m03,ih,4,-1,1,0,0.242845642983136,86
18,4,-1.2473997642531034,1.6683534105878233,1.488463034568062,-0.25237921715174083,-1.2473997642531034,1.6683534105878233,1.488463034568062,-0.25237921715174083,m03,iy,1,-1,4,2,0.23989509066266,105
19,5,0.6427777608739524,-1.0219198000915184,0.2607180474561901,-0.6057101211641788,0.6427777608739524,-1.0219198000915184,0.2607180474561901,-0.6057101211641788,m03,uh,0,-1,2,1,0.208886260651082,114
20,6,-1.16521813272584,-1.2779331111791639,-0.9255490684694699,1.8087177229208133,-1.16521813272584,-1.2779331111791639,-0.9255490684694699,1.8087177229208133,m03,uw,2,-1,5,3,0.211188167987426,121
21,0,0.7454959461968904,0.36812947450035066,-0.7242532341037207,1.4113311178030898,0.7454959461968904,0.36812947450035066,-0.7242532341037207,1.4113311178030898,m04,ae,3,-1,0,0,0.19962825280618,128
22,1,1.3420648731188827,-0.8319726123707925,-0.19512647812017744,1.1478826424798463,1.3420648731188827,-0.8319726123707925,-0.19512647812017744,1.1478826424798463,m04,ah,5,-1,3,1,0.298628621772656,140
23,2,0.5707434322500442,0.18406473725017533,-0.2597291634437496,-0.7752912273798314,0.5707434322500442,0.18406473725017533,-0.2597291634437496,-0.7752912273798314,m04,eh,3,-1,0,0,0.175365104347772,149
24,3,-0.5018754464581843,0.4564805483804348,-0.27818707353619876,-0.8279809224444801,-0.5018754464581843,0.4564805483804348,-0.27818707353619876,-0.8279809224444801,m04,ih,4,-1,1,0,0.225030970987347,163
25,4,-1.4660272475442322,1.9265442498851684,2.244393972431856,-0.4854979045242635,-1.4660272475442322,1.9265442498851684,2.244393972431856,-0.4854979045242635,m04,iy,1,-1,4,2,0.229212766647393,168
26,5,0.5707434322500442,-0.9939495811509468,0.29400813932972586,-1.2494984829616698,0.5707434322500442,-0.9939495811509468,0.29400813932972586,-1.2494984829616698,m04,uh,0,-1,2,1,0.208886260651082,170
27,6,-1.261144989813447,-1.10929681649439,-1.081106162557738,0.7790547770273054,-1.261144989813447,-1.10929681649439,-1.081106162557738,0.7790547770273054,m04,uw,2,-1,5,3,0.268118778770927,177
28,0,0.7027006544340851,0.4347025286737695,-0.9737077007520735,1.25617722443245,0.7027006544340851,0.4347025286737695,-0.9737077007520735,1.25617722443245,m06,ae,3,-1,0,0,0.19962825280618,182
29,1,1.847777315351706,-0.8454357552218918,-0.003848647038546907,0.5904429225250316,1.847777315351706,-0.8454357552218918,-0.003848647038546907,0.5904429225250316,m06,ah,5,-1,3,1,0.298628621772656,184
30,2,0.06859906263561764,0.4367739498451217,0.11289364646400722,-0.8797203275205175,0.06859906263561764,0.4367739498451217,0.11289364646400722,-0.8797203275205175,m06,eh,3,-1,0,0,0.2070863715136,198
31,3,-0.6763163995742325,0.7578442314047131,0.6876249375535045,-1.3790210539510814,-0.6763163995742325,0.7578442314047131,0.6876249375535045,-1.3790210539510814,m06,ih,4,-1,1,0,0.216219637750178,212
32,4,-1.125728207353729,1.5656984882320724,1.5227813449179302,0.8955711442325984,-1.125728207353729,1.5656984882320724,1.5227813449179302,0.8955711442325984,m06,iy,1,-1,4,2,0.220605255306273,226
