"","V1","V2"
"1",0.519428067031981,0.534643075921646
"2",0.290723343752337,0.134439589740987
"3",0.105973059404599,0.105930205468566
"4",0.501552671221106,0.479715940544893
"5",0.171200186524642,0.181432301934953
"6",0.237744153315761,0.159661759270961
"7",0.465664434279946,0.413512539109359
"8",0.873150518542585,0.72123652531757
"9",0.528978088154861,0.438622293039218
"10",0.53067976885581,0.483976135508621
"11",0.13425561097311,0.139540275888773
"12",0.859862407478124,0.832800573327405
"13",0.917736127849332,0.766247436566722
"14",0.577470120328001,0.390454293788414
"15",0.712608891662597,0.703322998559816
"16",0.155285607615052,0.133109792833662
"17",0.780543813488096,0.745825283489267
"18",0.223680313235455,0.185592865529715
"19",0.177738778759652,0.144765551104079
"20",0.112776763390379,0.122521080418715
"21",0.234772875559116,0.214350762449957
"22",0.35464690094042,0.594174456340169
"23",0.523462870976933,0.358895515460736
"24",0.795040307768102,0.768634730170805
"25",0.251483148778072,0.0958889466998611
"26",0.204879418158288,0.106832116955763
"27",0.844931279307926,0.761064643094489
"28",0.146114652715366,0.0636741372284502
"29",0.204508674546089,0.124682026779659
"30",0.17086227404898,0.108289750493811
"31",0.139574317224553,0.176511446068296
"32",0.189875266797689,0.157221688863982
"33",0.57068386563019,0.427658040598136
"34",0.159322003589615,0.200384661149483
"35",0.799339192020846,0.756794259304909
"36",0.198055021817943,0.162573396495569
"37",0.83518231034683,0.867424972074661
"38",0.220219519750448,0.140288676076299
"39",0.754269485071141,0.677133320721547
"40",0.163608043737149,0.0954053450378695
"41",0.810636699442989,0.720993095118813
"42",0.459017774145086,0.479992917189641
"43",0.558431576331126,0.355200437186325
"44",0.498341012824019,0.558747548307829
"45",0.181187372316113,0.161652032762079
"46",0.783984862666088,0.810832926247491
"47",0.834156000780851,0.837684085015261
"48",0.534335558548016,0.439300933289028
"49",0.158419871969424,0.258396912449972
"50",0.273045625839183,0.119552885803276
"51",0.541316059215312,0.418968213428508
"52",0.850881831799113,0.835031321274794
"53",0.151373571519856,0.177084217679275
"54",0.466519346778481,0.59181931923818
"55",0.113262178568032,0.100675893371846
"56",0.436199490243106,0.5266970687534
"57",0.238841771658451,0.0958232755792665
"58",0.104051916254748,0.185313002460299
"59",0.409264204233731,0.525294018612658
"60",0.778485359109959,0.787900539435179
"61",0.301799003899919,0.133016985913577
"62",0.798512689024169,0.759821517297314
"63",0.39778046341672,0.420865827013892
"64",0.213917462864176,0.118967387268959
"65",0.719890277730254,0.644885594406853
"66",0.504103988971794,0.481724449247081
"67",0.422161652435303,0.448973774264418
"68",0.220130096662111,0.0976536363530419
"69",0.463650897494066,0.404500278269548
"70",0.267092153091456,0.212700702486157
"71",0.870404596663947,0.751462972000887
"72",0.386771316196539,0.499800066642976
"73",0.503565300084787,0.43142616548136
"74",0.503570297555212,0.611835905764635
"75",0.216104975385656,0.143695204512082
"76",0.769302223627209,0.675397900892266
"77",0.272325564161104,0.163809235402644
"78",0.702561656962643,0.821486047427258
"79",0.514077252826748,0.448008393984232
"80",0.504600588859317,0.451780074428879
"81",0.844153746798207,0.761035965606903
"82",0.803655155953228,0.707791440817538
"83",0.797148930081147,0.780802800084006
"84",0.626450364284705,0.450346532561418
"85",0.251704659455636,0.176332646428579
"86",0.877476675971529,0.835468640426865
"87",0.208410229685637,0.105427900497824
"88",0.173360617465564,0.129338964295099
"89",0.540745634563929,0.421475789624675
"90",0.232170621942275,0.103860755861338
"91",0.78827329920153,0.707096073942804
"92",0.519440030674296,0.481086463191126
"93",0.167430859899336,0.113030450011269
"94",0.250972001672796,0.26425941175498
"95",0.424287381386837,0.35536858341759
"96",0.542466573356949,0.500487823443883
"97",0.184163642042985,0.0563137481920662
"98",0.724140313434424,0.805771510228805
"99",0.73333458963381,0.881409918761786
"100",0.17275550234919,0.17132475651452
"101",0.230667189224651,0.159553319713134
"102",0.240201913615425,0.241399445340669
"103",0.816994072501886,0.717679973105666
"104",0.172618279226995,0.20062719516433
"105",0.723279689929776,0.791317521243527
"106",0.184597430989287,0.0719319710241618
"107",0.759238798822319,0.866736457964529
"108",0.497726426113382,0.538146346474657
"109",0.625424792400703,0.548443955279751
"110",0.613031084503092,0.425990532647229
"111",0.542764375213929,0.454449444087366
"112",0.238131432514197,0.19457885409887
"113",0.167800269886428,0.178179390518448
"114",0.829894508770642,0.713487079887545
"115",0.254002480185149,0.128308304473819
"116",0.585505781086017,0.45535765207726
"117",0.797551595908936,0.796756789652717
"118",0.200521216686445,0.151121849182903
"119",0.108876217545131,0.104221585373862
"120",0.838469671237815,0.847409598380263
"121",0.870236363888128,0.684481706719766
"122",0.76178107312566,0.852786755108425
"123",0.513879964571071,0.331843413177065
"124",0.19431139669835,0.165313853529803
"125",0.549966006799028,0.525828235157438
"126",0.748041568860678,0.90736696087282
"127",0.8601892459649,0.872928807241057
"128",0.493662608020113,0.552364541757399
"129",0.496834415211354,0.44480452514608
"130",0.802025783966211,0.745094475845122
"131",0.249055539681329,0.0926288092477515
"132",0.177902212192031,0.219154953004115
"133",0.555898383265423,0.471254776648764
